,z,F24,F70,F100,F160,F250,F350,F500,F850,F1point1mm,F1point2mm,E24,E70,E100,E160,E250,E350,E500,E850,E1point1mm,E1point2mm,RA24,DEC24
657,0.5950000286102295,0.1599999964237213,0.0,6.901000022888184,14.14799976348877,9.260299682617188,2.0132999420166016,0.7170000076293945,0.7211782972582199,0.0,0.0,0.017888544419758498,-99.0,2.048808274120716,4.1893993156191245,5.8118159847279225,6.300514693471514,6.800060480791144,1.379383539728877,0.0,0.0,149.756078,2.584889
659,0.6011999845504761,0.3219999969005585,0.0,13.208999633789062,0.0,17.62190055847168,7.6630001068115225,3.734800100326538,2.534607321712638,0.0,0.0,0.020693235657664618,-99.0,1.7149124571660057,-99.0,5.842674918808017,6.307452299702248,6.801640829304575,0.9968745888429851,0.0,0.0,150.11179099999998,2.586443
661,0.2207999974489212,0.5180000066757202,0.0,14.4399995803833,17.639999389648438,13.856200218200685,4.167099952697754,2.9862000942230225,-1.2702653493025573,0.0,0.0,0.0411680715429433,-99.0,1.9146324705519568,3.1334773275865717,5.8264217883001725,6.302204658310077,6.801049023908324,1.1700151394916796,0.0,0.0,150.304953,2.5931450000000003
662,1.509600043296814,0.2590000033378601,0.0,16.820999145507812,14.413000106811525,18.84860038757324,0.0,6.6848998069763175,-0.2910889145998154,0.0,0.0,0.0477881001144424,-99.0,1.94772733466492,3.5481510407290484,5.848797447211921,15.43299961090088,6.805255367485256,1.3675295944272274,0.0,0.0,149.83578500000002,2.595273
663,0.7311999797821045,0.1379999965429306,0.0,0.0,0.0,10.06760025024414,42.06039810180664,24.42919921875,-0.9055505034935808,0.0,0.0,0.02115679511961178,-99.0,-99.0,-99.0,5.813963408869887,6.520776283662241,6.869851325840392,1.3460577219827143,0.0,0.0,149.586061,2.594994
664,1.7666000127792358,0.3230000138282776,0.0,0.0,19.93600082397461,34.83919906616211,31.45989990234375,14.526000022888185,4.1,2.799999952316284,0.0,0.021373407178838188,-99.0,-99.0,3.7077691377858377,5.965067616256723,6.424450208615893,6.824778932878625,1.225408095016688,2.5,0.0,149.944346,2.596372
665,0.962000012397766,0.35600000619888306,0.0,11.531000137329102,19.66900062561035,21.11910057067871,11.778200149536133,1.965399980545044,-0.2862794336064721,0.0,0.0,0.022041778921125115,-99.0,2.4535776785817593,3.7690301323353665,5.861196657190673,6.31759143962476,6.8004544315312945,1.2789390498143287,0.0,0.0,149.873784,2.596305
666,0.6614999771118164,0.40400001406669617,0.0,9.468000411987305,0.0,21.317100524902344,13.649499893188475,4.064700126647948,2.316540651978292,0.0,0.0,0.026401516241049028,-99.0,1.5983496526046002,-99.0,5.8623433914828,6.3236140106536105,6.80194346193728,1.3594058610346496,0.0,0.0,150.57194099999998,2.6066540000000002
667,0.7754,0.16699999570846558,0.0,6.50600004196167,15.361000061035154,10.928299903869627,4.440599918365479,0.0,0.07105864040263779,0.0,0.0,0.01984244109280901,-99.0,1.3469356627138265,4.70132485779534,5.816449465271942,6.302503493391812,9.413000106811523,0.9852417481888822,0.0,0.0,150.141766,2.607657
668,0.8840000033378601,0.29100000858306885,0.0,0.0,0.0,22.71419906616211,28.190000534057614,9.529800415039062,5.6,0.0,0.0,0.023931203255840614,-99.0,-99.0,-99.0,5.8707321300454165,6.400115765216772,6.810675983595222,1.4277254638059798,0.0,0.0,150.594165,2.620304
669,0.8762999773025513,0.4449999928474426,0.0,18.341999053955078,34.333999633789055,27.16239929199219,14.254899978637695,4.154200077056885,-0.018801578106248253,0.0,0.0,0.026288067562780324,-99.0,1.5333389205297063,3.8026613938685982,5.900887517693943,6.325750823217867,6.802029976797246,1.1986655896999228,0.0,0.0,149.92738300000002,2.6086080000000003
670,0.7013000249862671,0.4580000042915344,0.0,7.247000217437744,0.0,17.762800216674805,12.014900207519533,3.3276000022888184,0.2614053931406272,0.0,0.0,0.030404111431617614,-99.0,2.1044577978226284,-99.0,5.843357537791095,6.318304560813338,6.801302571922555,1.1140957942489935,0.0,0.0,149.976214,2.6085979999999998
671,0.7878000140190125,0.2360000014305115,0.0,10.093999862670898,31.38500022888184,24.1033992767334,12.140700340270994,0.0,3.8,0.0,0.0,0.042664271874157673,-99.0,1.895436211041768,3.834339252827703,5.87958826540684,6.31868930772859,22.66200065612793,1.3138112497615475,0.0,0.0,149.470032,2.6100529999999997
672,1.69350004196167,0.3089999854564667,0.0,0.0,15.253999710083008,25.702699661254886,26.469900131225586,17.34830093383789,2.9691440409075978,0.0,0.0,0.022241908682685874,-99.0,-99.0,3.5724914383621686,5.890416456567622,6.388352603037131,6.835315769769938,1.3563148410297503,0.0,0.0,149.594149,2.614044
674,0.9502000212669371,0.2329999953508377,0.0,10.677000045776367,21.66399955749512,29.116300582885746,20.769399642944336,0.0,1.220398505833783,0.0,0.0,0.02060879729618821,-99.0,2.0155016918133195,4.30609447827728,5.915776731369492,6.354540796819652,20.14699935913086,1.1870521360911712,0.0,0.0,150.321805,2.617971
675,1.4141999483108518,0.2639999985694885,0.0,9.765000343322754,0.0,30.412900924682614,27.670900344848636,0.0,2.8231396012400785,0.0,0.0,0.019980990667467943,-99.0,2.973152063158096,-99.0,5.926205469627871,6.3964901282993685,30.06999969482422,1.35141902224848,0.0,0.0,149.570649,2.6249
676,0.5681999921798706,0.3149999976158142,0.0,10.866999626159668,17.966999053955078,17.092500686645508,7.6975998878479,0.0,-0.5915596863050518,0.0,0.0,0.026249999701976782,-99.0,1.4990889834915326,3.8830859855986497,5.840158022481649,6.307519708288942,6.8,1.3511371377212893,0.0,0.0,150.620235,2.625555
677,1.481600046157837,0.2189999967813492,0.0,0.0,15.166000366210938,18.202899932861328,16.809700012207028,7.9770002365112305,3.0,0.0,0.0,0.0185715504580876,-99.0,-99.0,4.965198469768259,5.845524177141451,6.3357797959841236,6.807482064055496,1.0111874208078342,0.0,0.0,150.047574,2.6211990000000003
678,0.2623000144958496,0.13699999451637268,0.0,8.734000205993652,26.481000900268555,0.0,0.0,0.0,2.4108981261359657,0.0,0.0,0.02495841553979931,-99.0,1.0274676942219008,6.224784598775092,53.2140007019043,63.16799926757813,49.5890007019043,0.9949454900091717,0.0,0.0,150.130994,2.6214009999999996
679,1.397699952125549,0.2949999868869781,0.0,0.0,0.0,38.33810043334961,37.26279830932617,16.167699813842773,3.8072193288330363,0.0,0.0,0.055014201932940224,-99.0,-99.0,-99.0,5.999307952734228,6.47391889202718,6.830683071818867,1.0057564042612257,0.0,0.0,150.12966,2.6214470000000003
680,1.703096866607666,0.3179999887943268,0.0,0.0,12.192999839782715,18.976600646972656,22.528099060058594,13.362899780273438,1.0212346474437994,0.0,0.0,0.020538013271899584,-99.0,-99.0,3.249806174543953,5.849459649863694,6.364120080232277,6.820975542021847,1.1495936118436123,0.0,0.0,149.958477,2.622615
681,0.5802000164985657,0.2199999988079071,0.0,8.345999717712402,29.56599998474121,21.63949966430664,14.31820011138916,4.252999782562257,2.6757168831625684,0.0,0.0,0.017804494117734458,-99.0,1.9624673590607853,4.922186526499423,5.864233002972719,6.3259795579094025,6.802127667975715,0.9996944786418851,0.0,0.0,150.111738,2.630346
682,0.28610000014305115,0.5839999914169312,13.699999809265135,12.73900032043457,11.468000411987305,13.186699867248535,5.194699764251709,5.701200008392334,0.2396123216630381,0.0,0.0,0.041864542690734176,3.0276889214763654,1.676999049868402,3.4585557492172936,5.82393530917216,6.303425723289293,6.803822887940067,1.3441910663189052,0.0,0.0,149.573815,2.6310759999999997
685,0.7653365731239319,0.16500000655651093,0.0,7.089000225067139,8.253999710083008,3.7464001178741455,0.0,0.0,2.6420669216226367,0.0,0.0,0.01800173685308774,-99.0,1.3630133779303586,2.722096451683808,5.801935609962344,6.3,6.8,1.3684443448984571,0.0,0.0,150.614362,2.6365279999999998
687,0.7037000060081482,1.1720000505447388,13.199999809265135,30.75399971008301,48.78799819946289,40.8406982421875,17.897199630737305,0.3837999999523163,1.4339139744756202,0.0,0.0,0.06101606614330216,2.651867215812456,1.7736258693186375,4.0440319510527285,6.025673423996282,6.3405437942968215,6.800017329676737,1.0301823075527254,0.0,0.0,150.044078,2.6438770000000003
688,1.948099970817566,0.1850000023841858,0.0,11.579000473022461,16.368000030517578,20.299699783325195,14.200300216674805,10.847700119018556,0.10088837641555924,0.0,0.0,0.022035482393720784,-99.0,1.820070629133,3.2153634774325446,5.856562515509332,6.325554334759121,6.813829771618559,1.3538333095123452,0.0,0.0,149.56366599999998,2.6434919999999997
689,0.8061621785163879,0.3959999978542328,0.0,7.27400016784668,18.38400077819824,12.798500061035154,6.392899990081787,0.0,0.07603344372090738,0.0,0.0,0.025456630178994168,-99.0,1.626348635136904,4.282606007631046,5.822549490223309,6.305187600099865,6.8,1.3533391527427028,0.0,0.0,150.583253,2.6435400000000002
690,0.9380000233650208,0.27799999713897705,0.0,11.329000473022461,0.0,18.43180084228516,10.8016996383667,6.209700107574463,0.2939379477271328,0.0,0.0,0.018363278534253444,-99.0,1.4801590894696697,-99.0,5.8466717071906364,6.314798709707537,6.8045350025318845,1.2489373950386735,0.0,0.0,149.89785700000002,2.6447990000000003
692,1.2031999826431274,0.3109999895095825,0.0,10.005000114440918,27.48200035095215,25.532899856567386,16.886499404907227,6.614099979400635,0.9167049201206032,0.0,0.0,0.02026826313873847,-99.0,1.6323546003533118,4.609011938224953,5.8892347856183145,6.336106547355646,6.805144679553845,1.1975260123383042,0.0,0.0,149.93126999999998,2.646032
693,1.3610999584197998,0.19200000166893005,0.0,0.0,24.61199951171875,25.136699676513672,20.521799087524414,10.96660041809082,2.595726673266108,0.0,0.0,0.016975276542722833,-99.0,-99.0,3.8045795406941414,5.886507102943442,6.353253558647093,6.814134289810269,1.013782315173296,0.0,0.0,150.08610900000002,2.649136
695,1.6754000186920166,0.17499999701976776,0.0,0.0,24.89299964904785,0.0,23.107200622558594,27.631799697875977,6.418804440788316,0.0,0.0,0.02554530304000869,-99.0,-99.0,3.9263549291095976,51.04299926757813,6.367441272047813,6.88923988312714,1.3132142715039423,0.0,0.0,149.87546,2.6600479999999997
696,1.9952000379562376,0.7360000014305115,0.0,11.932000160217285,0.0,43.42129898071289,27.93560028076172,11.264800071716307,6.4,0.0,0.0,0.04393449687065806,-99.0,2.2391725970906133,-99.0,6.054473943149472,6.398330752694362,6.814912556522584,1.338805437694365,0.0,0.0,149.874569,2.661048
697,0.35510000586509705,0.5709999799728394,0.0,16.280000686645508,29.263999938964844,22.72150039672852,7.798299789428711,0.0,1.0861818057925052,0.0,0.0,0.03225061910668032,-99.0,1.9520336104454132,3.7389587518098897,5.870777335962049,6.307717619501469,6.8,1.320537302106936,0.0,0.0,149.506379,2.6664830000000004
698,0.717467188835144,0.2770000100135803,0.0,0.0,25.125,17.457599639892578,8.416899681091309,5.69950008392334,0.8729425544397013,0.0,0.0,0.018995328921673157,-99.0,-99.0,3.134483466261918,5.8418856935324275,6.308989675089546,6.8038206091820665,1.1290169587697656,0.0,0.0,149.97641399999998,2.664197
699,1.6674000024795532,0.6600000262260437,0.0,10.501999855041504,45.11399841308594,73.29329681396484,69.17350006103516,44.50669860839844,9.3,4.699999809265137,0.0,0.03712142397534872,-99.0,1.7292869837201008,4.33814027410262,6.498850034627352,6.880839845332142,7.029178753853833,1.127585914916345,1.7999999523162842,0.0,150.03728999999998,2.669628
700,0.4148,0.5830000042915344,0.0,20.70400047302246,35.78900146484375,24.68720054626465,13.421600341796875,3.082099914550781,1.9402708767845156,0.0,0.0,0.03479543776551481,-99.0,1.8526575141575603,4.124413708328121,5.883462636347611,6.3228334604966365,6.801117477577728,1.2868192456410146,0.0,0.0,149.865365,2.672915
701,0.6353999972343445,0.4050000011920929,0.0,5.88700008392334,14.904999732971193,14.575599670410154,12.475600242614744,0.7742000222206116,0.9527391287459416,0.0,0.0,0.027768011797713918,-99.0,1.7196375271415374,3.313085546363548,5.829229534784447,6.319732981879982,6.800070515596072,1.312431792388015,0.0,0.0,150.78256000000002,2.6737290000000002
702,0.5737000107765198,0.2160000056028366,0.0,7.02899980545044,14.836999893188475,16.126699447631836,4.1133999824523935,1.4874000549316406,2.0852533864155505,0.0,0.0,0.01768162939750765,-99.0,2.214452599843441,3.576583167705372,5.835761535234182,6.302148212718028,6.800260272539386,1.0400723024990972,0.0,0.0,150.035475,2.677786
703,1.2646000385284424,0.08299999684095383,0.0,10.654000282287598,28.37400054931641,31.65629959106445,25.28109931945801,11.205100059509276,-0.24092186945247734,0.0,0.0,0.015563498598667081,-99.0,1.3736099283461545,3.7727627288677286,5.936614699142835,6.380643727123501,6.8147550820077,1.3792716937287564,0.0,0.0,149.701561,2.692816
704,0.5119000077247621,0.17100000381469727,0.0,10.526000022888184,11.616999626159668,0.5680999755859375,0.0,0.0,0.8879537945766667,0.0,0.0,0.018141183191298798,-99.0,2.35287380977726,3.6774762409047215,5.800044515357758,24.086000442504886,13.196999549865724,1.223087119021272,0.0,0.0,150.325851,2.6848229999999997
705,1.4163999557495115,0.7279999852180481,11.800000190734865,19.53400039672852,29.658000946044922,13.538299560546875,9.49209976196289,0.0,-1.0065641923169966,0.0,0.0,0.0397612873346977,2.408817063305187,2.0708857370570724,4.165501707585575,5.8252259087511575,6.311430894228796,11.79699993133545,1.0616810402488124,0.0,0.0,150.237353,2.689197
706,0.9929999709129332,0.4020000100135803,0.0,13.911999702453613,11.993000030517578,18.62700080871582,10.399499893188477,16.377300262451172,1.5539867149382434,0.0,0.0,0.026981660294213245,-99.0,1.6869547925405337,3.606051363233761,5.847661434676657,6.313718346334866,6.831481943342774,0.9961922108127262,0.0,0.0,150.111903,2.6995080000000002
707,0.6010000109672546,0.3880000114440918,0.0,8.532999992370605,14.29699993133545,12.978500366210938,7.8572001457214355,0.0,0.23579492045256684,0.0,0.0,0.024522642845812005,-99.0,1.4530726705743218,3.9822766868951733,5.823186958600005,6.307834569058378,6.8,1.3173539337320002,0.0,0.0,150.76488799999998,2.6971939999999996
708,0.6674910187721252,0.23100000619888306,8.300000190734862,0.0,19.231000900268555,18.957599639892575,13.468199729919435,0.0,2.884333522876973,0.0,0.0,0.017389724383481568,2.0733788706029896,-99.0,4.342672871372566,5.849361070627315,6.3229920011292124,17.67099952697754,1.0316000020942966,0.0,0.0,150.062174,2.696154
709,1.4544999599456787,0.4070000052452088,0.0,14.29800033569336,11.909000396728516,15.166500091552734,7.334099769592285,2.4012999534606934,2.326182222761835,0.0,0.0,0.04222703572309984,-99.0,1.2865564012887911,3.796007785680029,5.831640966318426,6.306826653007718,6.800678347514046,1.3214134918336278,0.0,0.0,149.485722,2.709582
710,0.30410000681877136,0.4659999907016754,0.0,17.90399932861328,24.459999084472656,9.815099716186523,6.4284000396728525,0.0,2.39489654379119,0.0,0.0,0.02771082763608153,-99.0,1.8362405998040043,4.518206004909205,5.813272563014906,6.305245349969508,8.791999816894531,1.2785072479172976,0.0,0.0,150.35867,2.697124
711,0.8748000264167786,0.4709999859333038,0.0,10.17199993133545,27.767000198364254,27.98640060424805,19.490699768066406,8.042799949645996,0.4874411745958399,0.0,0.0,0.0824354477233096,-99.0,1.7949311626374544,4.2419859683378105,5.9070450980206965,6.348056380020442,6.8076059381876695,1.387261632254085,0.0,0.0,149.72566899999998,2.714618
712,1.3252999782562256,0.24699999392032626,0.0,5.760000228881836,0.0,29.383699417114254,26.95199966430664,23.7185001373291,1.6660512067569733,0.0,0.0,0.018668757446368683,-99.0,1.6197637250840835,-99.0,5.917891758582318,6.391576993000058,6.865865393235085,1.128178928504841,0.0,0.0,149.992421,2.701362
713,0.7895,0.09700000286102296,0.0,6.72599983215332,22.58099937438965,30.50639915466309,23.26219940185547,1.4235999584197998,2.393785334778177,0.0,0.0,0.015764596135940574,-99.0,1.7358824504041783,3.8815548653108083,5.926974322790153,6.368344201880006,6.800238423683878,1.1284171776155547,0.0,0.0,149.995237,2.706798
714,0.8884000182151794,0.14100000262260434,0.0,0.0,16.368000030517578,5.1655001640319815,10.883999824523926,22.7322998046875,-1.2561176713793971,0.0,0.0,0.015674900763599085,-99.0,-99.0,4.586966092486834,5.803679163006118,6.31502480782842,6.860525630522512,1.2463101515029258,0.0,0.0,149.910325,2.711459
715,0.5198000073432922,0.3779999911785126,11.699999809265135,26.58099937438965,49.23899841308594,38.78039932250977,21.52440071105957,1.1476000547409058,1.4870894933933498,0.0,0.0,0.02825260999334862,2.9426009265376285,1.7845761818056294,3.6617939161159616,6.003854678003233,6.3585595634194085,6.800154937750832,1.3869331284101871,0.0,0.0,149.758489,2.710021
716,0.8431000113487244,0.42399999499320973,0.0,0.0,20.11599922180176,18.993900299072266,11.970399856567385,0.0,-0.1852916681625761,0.0,0.0,0.02781078858088407,-99.0,-99.0,4.330412388375808,5.8495494867309015,6.318169414977867,19.71299934387207,1.280137642975545,0.0,0.0,150.349472,2.714635
717,0.3047,0.3889999985694885,0.0,11.340999603271484,10.201000213623047,12.50160026550293,2.876199960708618,7.5296998023986825,2.197404814522454,0.0,0.0,0.02583219945396257,-99.0,1.8327311716487589,2.866193476115101,5.8215173292465145,6.301050391953898,6.806666894051948,1.0066965052299683,0.0,0.0,150.170771,2.709852
718,1.4398024082183838,0.1599999964237213,0.0,0.0,18.488000869750977,19.818500518798828,19.17840003967285,11.902400016784668,2.431293229751688,0.0,0.0,0.016124515783077647,-99.0,-99.0,4.895182638069358,5.85392490048359,6.346534301879313,6.816646345664068,1.1633259508126923,0.0,0.0,150.27823700000002,2.7155270000000002
719,1.070099949836731,0.3269999921321869,0.0,16.263999938964847,28.964000701904297,24.5762996673584,17.26300048828125,0.0,4.306940977771381,0.0,0.0,0.022188341016800738,-99.0,1.7617200382291418,4.124078672964093,5.882719711880185,6.337729711605997,17.474000930786133,1.3091091462507571,0.0,0.0,149.885693,2.721533
720,0.9685999751091005,0.2380000054836273,0.0,0.0,12.541999816894533,11.230600357055664,24.57600021362305,0.0,1.0722763340529096,0.0,0.0,0.025012197050245464,-99.0,-99.0,3.783408888165694,5.817370730408012,6.37623459875811,38.09299850463867,1.1776933028150638,0.0,0.0,149.964317,2.7306310000000003
721,0.7092999815940857,0.2630000114440918,0.0,8.979000091552734,17.159000396728516,22.5398006439209,15.793800354003904,9.003600120544434,2.3752976034052504,0.0,0.0,0.02071044517550689,-99.0,1.7811981718741883,3.6177056813095234,5.869656564136298,6.331596213230548,6.8095303585643165,1.304036258859882,0.0,0.0,149.88931000000002,2.7348689999999998
722,0.6729000210762024,0.2870000004768372,0.0,7.949999809265138,11.480999946594238,15.76609992980957,0.0,0.0,2.126209042655548,0.0,0.0,0.020048005207102388,-99.0,1.7973461068594003,3.8028314576985967,5.834184763203407,21.770999908447266,13.631999969482422,1.0765105936000436,0.0,0.0,150.227405,2.73768
723,0.5720999836921692,0.25999999046325684,0.0,10.26200008392334,12.439000129699707,10.3125,0.0,0.0,-0.2417591104539628,0.0,0.0,0.019849432675619484,-99.0,2.176373963821276,4.049682381130425,5.814650139948232,9.64900016784668,7.418000221252441,1.4100248250570135,0.0,0.0,149.81690600000002,2.739607
725,1.4043999910354614,0.31700000166893005,0.0,15.446999549865724,40.80500030517578,38.82009887695313,31.49959945678711,18.372699737548828,4.3,0.0,0.0,0.03842164120747664,-99.0,2.3615201555063,5.3072194985953605,6.004265160942367,6.424761445026642,6.839597192308463,1.4164127223376666,0.0,0.0,150.636021,2.744173
726,1.7834000587463381,0.3709999918937683,0.0,0.0,19.780000686645508,19.595500946044922,15.32960033416748,3.4809999465942383,0.4872160161052039,0.0,0.0,0.0272782416420404,-99.0,-99.0,3.54541028698948,5.8527236268016525,6.329770504074259,6.80142542243941,1.3720107034943765,0.0,0.0,150.402673,2.746089
727,1.3588000535964966,0.19699999690055847,0.0,5.294000148773193,0.0,21.283300399780273,18.375200271606445,13.151800155639648,-0.6508946321762334,0.0,0.0,0.01878889356150984,-99.0,1.748072920942382,-99.0,5.862146893540938,6.342731018735907,6.820319036213349,1.3666936573606705,0.0,0.0,150.385572,2.745547
728,1.3933000564575195,0.32499998807907104,0.0,9.416000366210938,21.326000213623047,41.92630004882813,39.61629867553711,21.9158992767334,3.8778330774974332,0.0,0.0,0.020810153473778955,-99.0,1.8670433428752968,3.3011206525616976,6.0375908620289085,6.496239049881013,6.856273814964851,1.3506085398739884,0.0,0.0,150.704063,2.746604
729,1.0716999769210815,0.2770000100135803,0.0,5.482999801635742,12.930999755859375,7.775400161743164,5.2906999588012695,0.0,-0.2882778704386503,0.0,0.0,0.020416231381195832,-99.0,1.4419054769378659,4.299228103049677,5.80833288958892,6.303553474801851,9.520000457763672,1.347563593965045,0.0,0.0,150.687019,2.753286
731,0.3294999897480011,0.3400000035762787,0.0,9.109000205993652,12.97599983215332,13.666099548339846,4.1834001541137695,1.548799991607666,-2.964799577255833,0.0,0.0,0.024758836365724072,-99.0,1.318023170075429,3.3879945169218084,5.825703360366387,6.302221936663218,6.800282203722314,1.3758389098621604,0.0,0.0,150.548662,2.7661990000000003
732,1.5676000118255615,0.25999999046325684,0.0,11.199999809265137,0.0,20.22459983825684,16.979499816894528,11.11110019683838,1.8612152542065072,0.0,0.0,0.13661991801325218,-99.0,2.101690981307062,-99.0,5.856146779392418,6.336504198882147,6.814508821341027,1.3899023818845646,0.0,0.0,149.83819,2.775011
733,1.198199987411499,0.23100000619888306,0.0,11.55500030517578,19.91399955749512,28.426700592041016,19.331300735473636,11.34340000152588,2.399724993990177,0.0,0.0,0.048398371417674,-99.0,2.0665762114276203,3.6695002286932312,5.910408081552345,6.347276479010546,6.815121155031023,1.4201276491961112,0.0,0.0,149.78931799999998,2.769473
734,0.5230000019073486,0.4189999997615814,0.0,14.979999542236328,16.5,15.265899658203125,3.223700046539306,0.0,-1.5243951785438568,0.0,0.0,0.02576630531221404,-99.0,2.0596180077730097,3.7751409320337856,5.832055924611742,6.301319511593116,17.908000946044922,1.1693771653081442,0.0,0.0,150.004823,2.771996
735,0.3125,0.453000009059906,0.0,16.52400016784668,22.757999420166016,8.316300392150879,0.0,0.0,0.8325794548447887,0.0,0.0,0.028320002682421058,-99.0,2.989734603839897,3.753073899657661,5.8095315958810305,15.031999588012695,7.238999843597412,1.3769533319067595,0.0,0.0,150.51304299999998,2.777151
736,0.3206000030040741,0.5230000019073486,11.800000190734865,20.92300033569336,25.67499923706055,22.85309982299805,6.96649980545044,4.08459997177124,0.35145240622589474,0.0,0.0,0.031746219886669085,2.8552407164900813,1.793785392729632,4.207270886781395,5.871594559779469,6.306159797472861,6.8019625352604685,1.3643583111967963,0.0,0.0,150.391633,2.778995
737,1.9248069524765012,0.5590000152587891,0.0,0.0,13.347000122070312,18.62700080871582,13.36299991607666,9.020500183105467,1.9701491478314483,0.0,0.0,0.03271395075590786,-99.0,-99.0,3.744257539762093,5.847661434676657,6.322634864264367,6.8095661446002165,1.1655882444304249,0.0,0.0,150.01103700000002,2.778404
738,1.0,0.3910000026226044,0.0,9.520999908447266,10.395000457763672,11.910400390625,5.520299911499023,5.651400089263916,4.14736883119597,0.0,0.0,0.024641479157487847,-99.0,1.6983043157287732,3.4342641291907547,5.819533677189607,6.3038684898862405,6.8037564122145255,1.3681167307341189,0.0,0.0,149.88166999999999,2.78088
739,0.8925999999046326,0.3059999942779541,0.0,6.513999938964844,15.095999717712402,10.515899658203123,7.027900218963622,1.7788000106811523,1.4512181487943323,0.0,0.0,0.021426385163787802,-99.0,1.6050278623408032,3.794356219148328,5.815232981832647,6.306268802578932,6.800372240338375,1.1903656766912225,0.0,0.0,149.990323,2.777516
740,0.3675999939441681,0.4390000104904175,0.0,12.65999984741211,30.30599975585937,10.683799743652344,0.0,45.33399963378906,-0.8195538559304796,0.0,0.0,0.027162521004964957,-99.0,2.3430102460296998,4.101249767986532,5.815722631207574,36.47700119018555,7.0376327295813175,1.3480066013897976,0.0,0.0,150.666975,2.801392
741,0.7184000015258789,0.550000011920929,0.0,10.630000114440918,25.04800033569336,20.40570068359375,6.831299781799316,0.0,0.3976504048062821,0.0,0.0,0.03181587743723644,-99.0,1.7752338074500424,2.6432480395350746,5.857151884032159,6.305923140249496,42.17900085449219,1.165525616739032,0.0,0.0,150.021531,2.794525
742,0.7340999841690063,0.5649999976158142,22.100000381469727,47.09199905395508,54.89199829101562,34.31850051879883,20.70429992675781,9.867300033569336,1.3888882327919236,0.0,0.0,0.032466328982245135,3.8889716473362728,2.6012763834024724,6.198888494408702,5.9602361668455766,6.354200882623355,6.811444911024675,1.3810268824766947,0.0,0.0,150.399327,2.794147
743,0.6632000207901001,0.210999995470047,0.0,5.546999931335449,8.423000335693361,7.954299926757812,0.0,0.0,-1.601786838367668,0.0,0.0,0.019165138129937788,-99.0,1.8423259992905847,2.5909990592140355,5.808720463210441,6.755000114440918,6.8,1.3879030335141471,0.0,0.0,149.645475,2.806657
744,0.7311000227928162,0.2329999953508377,0.0,9.138999938964844,16.104999542236328,4.735199928283691,0.0,0.0,-1.7638983910786892,0.0,0.0,0.02060879729618821,-99.0,1.7432120009961458,4.676581800171344,5.803091881865847,14.600000381469727,18.28499984741211,1.2944374339673608,0.0,0.0,150.332178,2.80281
745,0.33160001039505005,0.4050000011920929,0.0,12.29699993133545,20.64299964904785,9.178199768066406,0.5,0.0,1.4690649553854511,0.0,0.0,0.027768011797713918,-99.0,1.3152179770221009,4.6400613525980114,5.811607605608972,6.300031745951762,19.48200035095215,1.3496607899125483,0.0,0.0,150.381347,2.807277
746,0.9419000148773192,0.41999998688697815,0.0,13.854999542236328,22.27899932861328,14.771100044250488,11.386799812316895,0.0,3.2561761758246845,0.0,0.0,0.17625549333107715,-99.0,2.0811743154222424,3.799973965701533,5.830016863991699,6.316443202938284,7.682000160217285,1.9986017228070991,0.0,0.0,150.77668500000001,1.626693
747,0.5317000150680542,0.386000007390976,0.0,20.74399948120117,38.696998596191406,23.78569984436035,1.3295999765396118,0.0,-0.14859864101434642,0.0,0.0,0.03996861299439095,-99.0,1.8301763483239095,4.206168496981641,5.8775177777134475,6.300224483124088,13.659000396728516,1.3298448722422191,0.0,0.0,149.662857,1.6095780000000002
748,0.9065999984741212,0.13600000739097595,0.0,16.392999649047848,0.0,19.90220069885254,14.847399711608887,0.0,0.6626681945178396,0.0,0.0,0.060384102577527174,-99.0,1.5864011086373584,-99.0,5.854379228257412,6.3279311346690585,14.904000282287598,1.3764091238778822,0.0,0.0,150.476625,1.617573
749,0.336899995803833,0.32600000500679016,0.0,8.065999984741211,18.405000686645508,18.95680046081543,7.784200191497803,0.11270000040531157,1.9555768562812144,0.0,0.0,0.0845853975799571,-99.0,1.6311523766629217,3.9590518178719463,5.849356926529435,6.307689754275657,6.8000014942692575,1.3605437335308772,0.0,0.0,150.228992,1.621451
750,1.1686999797821045,0.1509999930858612,0.0,0.0,0.0,18.101999282836914,19.940000534057614,12.991600036621096,1.0299798545532313,0.0,0.0,0.029966688945908832,-99.0,-99.0,-99.0,5.845022823296528,6.350288638642904,6.819827759879162,1.3330462434008066,0.0,0.0,149.565651,1.643087
751,0.6459000110626221,0.75,10.800000190734863,22.28199958801269,33.451000213623054,23.37800025939941,11.26580047607422,2.6881999969482417,2.219667828130928,0.0,0.0,0.04452246635142286,2.723306820980466,1.7151888146875418,3.7610605953564815,5.874899950961341,6.316096042381459,6.800850113828251,1.3486484416669595,0.0,0.0,149.910799,1.662522
752,0.8005999922752379,0.6330000162124634,0.0,15.991999626159668,24.40999984741211,21.690399169921875,10.918800354003906,0.7389000058174133,0.4846891742065513,0.0,0.0,0.08325096087768982,-99.0,2.3141717259897305,3.97963833245437,5.864533866032397,6.315120926939796,6.800064231840001,1.3276068442320967,0.0,0.0,149.582695,1.738164
