,z,F22,F100,F160,F250,F350,F500,E22,E100,E160,E250,E350,E500,ra,dec
77,0.21320999999999998,2.0436193,247.2544660045654,422.635005168233,211.242,99.428,32.031,0.9848006865442956,41.87216353973004,50.8376596274817,10.77805980232064,8.619402096108523,8.140460486827509,131.43697,-0.450326
79,0.058120000000000005,15.388631,393.3678815904632,356.01480421858656,203.49046151278912,82.432,23.124000000000002,1.6873236575552848,44.32858408041471,46.94598195071094,15.331192148124057,8.080357937517372,7.720607230108263,132.12516599999998,0.170622
80,0.06976,8.495716,315.2654660045653,412.23200516823306,187.61599999999999,82.57600000000001,28.272,1.7628917604808876,30.474374571337,37.6992730081899,9.889045531779091,8.133852853451433,7.678731312814636,131.739484,1.073779
81,0.128,40.142093,861.8384660045655,652.1540051682331,245.197,88.524,23.671,3.863106113059544,47.63151634903206,54.5817078752685,12.2269829105303,8.903423988646164,8.686756068038287,136.958789,1.028222
84,0.05002,5.072242599999999,408.78346600456535,495.02100516823305,242.865,111.103,33.264,1.3766284920690852,31.303265150492226,39.260821393628895,12.142080100213473,9.236428507513065,9.077049681124368,131.681455,1.842903
85,0.05125,7.834297,399.7181700272709,642.6428627704977,333.3831961732805,142.40331380552055,52.286,1.1677207997096666,143.1905422049027,130.8066714449679,25.758579401534142,19.74832162621598,8.897304382429548,136.4124,2.021012
86,0.15281,11.137815,402.66146600456534,399.02200516823314,243.296,91.17399999999999,37.477,1.441628555492788,42.77453042074209,50.53142366115924,12.190118571433176,8.959808772602239,8.745438630874954,140.315081,-0.269215
87,0.07368999999999999,8.550666999999999,305.4154660045654,440.5470051682331,224.338,99.294,34.878,1.3252654650643998,42.16143801400821,51.080385102995436,11.491827626204634,8.988150337950518,8.614717686285488,139.47845800000002,-1.460189
89,0.0584,25.727643,814.1746746276547,861.8716593319742,363.50660256925545,106.843,58.4,2.680635061024372,152.82834557429277,134.28781370733873,26.38999448992569,9.195479685062656,9.332101638966432,133.61703300000002,1.198811
90,0.07814,39.8474,781.7524660045652,492.43900516823305,240.37099999999998,106.81700000000001,36.931,3.8478954208750022,46.57485591256635,51.83308748615815,12.143799744132805,9.316524855459786,9.086880323719466,129.633319,0.012612
93,0.2756,8.887917,324.61346600456534,407.86200516823305,224.34099999999998,97.52,34.498000000000005,1.2923751997811008,42.269775520850246,50.64422321119915,11.552765506561625,9.110352882298248,8.549102187153922,133.472169,-0.00785
94,0.17276,6.1716316,393.3344660045653,483.167005168233,251.115,115.85700000000001,36.224000000000004,1.070540276427455,42.708849909401,51.69328436134797,12.584939934699726,9.376318686904792,8.822794006526504,131.87350700000002,-1.141476
96,0.07876,9.772372,356.1543689415418,433.9741908704117,249.0824904895276,106.28399999999999,38.501,1.3378203165712166,64.54453661145796,67.80781872753765,16.24584757128864,9.10630939786256,8.561647458380893,133.490409,-0.86231
98,0.05405,10.824304,234.77585803657024,392.404575707905,262.2157829902768,115.793,66.18599999999999,1.3244304637876,94.80938745859814,90.46253110442137,32.87980582300823,9.276109052744044,9.144613034655976,139.34114399999999,0.321864
102,0.0776,8.36373,627.7664660045654,304.4370051682331,164.50099999999998,89.81400000000002,35.246,1.1861417264264835,44.778075304091566,49.46681821620716,9.259002235748731,8.239460683418546,7.920485138272781,130.771237,1.149456
103,0.06989,4.1380906,209.54363282692432,203.32153604905307,238.08531499478218,136.5853572651744,50.451,0.9911597765322894,137.79054658749848,124.81125570730451,21.439278242185846,18.529741814467044,8.452440442949008,131.901811,-0.9540200000000001
104,0.05057,53.851772,750.174,641.302,225.461,102.167,32.235,5.1155789869988935,46.180438912013656,54.37558540904548,11.695728666209726,9.173566505040446,8.700078641023886,129.829195,-0.6120680000000001
106,0.07849,35.31832,565.8254660045653,487.412005168233,214.918,91.524,41.142,3.4860301387164165,44.14934589330666,51.75700745504311,11.382886969411581,8.991996281226989,8.902430211037883,129.700401,0.326126
107,0.21305,7.855973,328.3994660045654,477.228005168233,218.44400000000002,101.587,31.820999999999998,1.070027075837791,42.291885802385465,51.60493765636154,11.445091254227727,9.024590500981194,8.807459716944495,139.734073,0.595167
108,0.11367999999999999,13.09785,261.7594660045653,416.5260051682331,203.39,84.46700000000001,24.799000000000003,1.5466539343428607,41.938784676061076,50.756924069729145,10.905257051532534,8.823507213257097,8.546759949922544,135.378377,0.9394450000000001
109,0.08295,16.20317,559.2484660045653,500.0250051682331,211.049,82.33200000000002,28.901999999999997,1.8846692503184161,44.085925041881545,51.94915869886236,11.206408373854668,8.78467012234381,8.895443831895069,129.512743,-1.121901
110,0.14751,6.717381,385.65546600456537,348.443005168233,201.134,77.512,18.082,1.1024119196453583,42.65585629394596,49.9293012649994,10.896587471754632,8.624574205744885,8.50281823623203,139.16734499999998,-1.527421
111,0.15653,5.415019,226.29546600456538,284.52700516823313,150.637,71.518,31.793000000000006,1.0700243389208863,29.870543294318512,35.76126130720232,8.826602360500896,7.9094623659513035,7.823057762691006,138.089121,0.396806
112,0.05562,6.379696,267.4121539671421,390.8882143575697,234.64900355303288,98.424,49.27800000000001,1.0966021346342036,111.20341936263728,103.29224635856188,19.463628870010083,9.072702466277619,9.046355899167356,138.204561,1.978811
114,0.05538,8.0094,462.5526177396477,516.5418117824793,228.48430727708345,88.53099999999998,30.453000000000003,1.1879484273463403,82.77955341972715,81.76879235626048,16.123467830309394,8.92739635826706,8.802689380774492,138.316027,1.867323
116,0.10142000000000001,12.268741,340.2254660045654,402.014005168233,202.762,91.449,33.988,1.5088458398774232,42.362523452891175,50.56935333591133,10.910576970554766,8.930525200770667,8.788787381112368,136.810834,1.538109
118,0.09468,17.522660000000002,365.1478388904147,427.4608715892248,221.68893884693085,92.389,36.365,1.8676952236607476,58.357614780988904,63.192292780003726,14.062324593442053,8.829582363486962,8.896717943151842,136.70373899999998,-1.018823
119,0.05485,6.362092700000002,429.77198038467765,352.78574380723387,212.7776912918985,87.404,24.799000000000003,1.063781875594605,94.20888397185452,89.31018254680592,19.894503699726133,8.761751579769879,8.808035458693386,138.914344,-1.346927
120,0.13257,11.481537,313.5924660045654,331.14800516823306,152.887,69.539,20.263,1.4338417051347854,30.46131760985088,36.39770907259192,8.885381906840019,7.878370201608959,7.697789791258267,131.58284799999998,0.839142
123,0.10664000000000001,5.7279602999999994,181.03178780591114,243.5427557778023,166.42071647639568,71.601,31.896,1.062024005856828,42.31437852046725,45.31286218191205,12.409556672018022,7.935838085646656,7.836554836508196,131.189951,1.063182
126,0.05616,8.105877,235.21744282174112,298.650712185286,238.37188953086726,101.82600000000001,34.046,1.2141600450365655,79.71108901890311,78.4482996130703,18.264389843343398,9.031576597781807,8.82076148558615,140.53985,-0.53915
128,0.1694,8.598051,275.808,266.062,144.55499999999995,66.378,30.025,1.477913807270545,42.00681952300603,49.111479928835365,8.704877129517683,7.909934463344181,8.020430225368212,137.988348,1.7483790000000001
129,0.10447999999999999,6.546362,285.24568668004866,389.935207617104,219.45030926415325,109.0202912916094,51.725,1.1407001068815354,72.9691578812805,73.8455101280574,17.60630981147986,13.21522997383291,8.866771960527686,129.113149,1.9893290000000001
131,0.07006,18.879913,369.411304682441,309.6845904605463,169.3067198963165,89.45775014951529,41.11,2.0030989885244987,57.03028852908389,56.04217705362584,15.382046211193087,12.536527728956726,8.009617491491088,131.520721,1.503307
132,0.07812000000000001,9.341142,303.6844660045653,364.166005168233,173.187,65.92399999999999,12.029000000000002,1.2277563880826432,42.15198099404626,50.10850314230414,9.890372093627217,8.457591503590134,8.840104294950374,131.166597,2.196805
133,0.07377,9.673865,346.4484660045654,307.7740051682331,183.624,96.339,39.071999999999996,1.284532622816946,42.40064833855927,49.49984668119359,10.359829795976381,9.008794240829346,9.007620934208989,129.39301,1.766473
136,0.12384,5.400077400000001,343.1574660045654,363.32400516823293,199.21400000000003,83.46799999999999,37.404,1.1026434064806652,42.38040437934108,50.09872266455879,10.94362597467585,8.760185628078894,8.781395318831738,133.970517,0.39259099999999997
137,0.05816,4.134281,247.9234660045654,233.23000516823302,139.85299999999998,65.145,24.956,1.13644234560577,30.000096075479675,35.16209322704265,8.564426634305416,7.84256352476663,7.7852632645017215,131.94954199999998,0.654212
138,0.05244,3.0033088,189.39780275876075,339.64164429599793,232.04253727427124,88.49600000000002,42.192,1.2548611854777263,91.66449318997756,87.66055439263512,18.40568440910281,9.030688302981119,9.020287400210703,129.61083100000002,-1.192704
139,0.07051,25.491770000000002,512.8974660045653,459.5960051682331,172.59400000000002,77.533,22.680999999999997,2.8221920466664785,43.65761005542893,51.348229385214026,9.954872482237027,8.601553042468554,8.546290915806694,135.601548,-1.262109
140,0.10274000000000001,11.230524,294.1754660045653,492.079005168233,180.36,89.81,39.637,1.4760878718022534,42.100952276513254,51.82761692354543,10.288332827042485,8.802422039416195,8.828531691646125,135.966852,-0.897984
141,0.14793,10.636531,451.34246600456527,350.80200516823305,174.86499999999995,72.946,14.970999999999998,1.3980162109437408,43.140475342877615,49.955723948093116,10.074072124022141,8.6283364715106,9.019900739232114,133.374903,0.983735
142,0.23813,5.4600922999999995,466.96546600456537,385.9730051682331,179.74300000000005,71.81,21.017,1.087894683732895,43.2660412269935,50.36899182433329,10.248926269536726,8.548057250627188,8.424052876282296,136.361523,0.054171000000000004
143,0.06995,80.984145,756.6894660045655,561.6560051682332,170.47299999999998,69.02,25.033,7.669443517715265,35.868299338085016,40.670268902927866,9.82255414677873,8.436515906462809,8.696836364011919,132.279368,-0.8609110000000001
144,0.06294,5.3112900000000005,380.7384450089037,329.373417164132,216.30586427918078,100.85053614631296,47.784,1.155285963744224,88.52030250096738,84.94552693611948,19.043068530951132,15.533941226411214,8.974890419921572,131.95047399999999,1.534546
145,0.24072,8.566433,250.07446600456532,277.9570051682331,183.392,79.053,35.872,1.2643048212006711,41.88482655582476,49.21677798277078,10.399223147062477,9.01384956022675,9.057379842669732,133.920012,0.528779
146,0.09300000000000001,18.1134,389.19446600456536,454.263005168233,176.25400000000002,82.61,26.254,2.0348863899301333,42.68015768848257,51.27224283014308,10.117747033089927,8.835196396232512,8.685719315382002,136.465227,2.073514
148,0.0509,12.542959,348.70646600456536,492.662005168233,184.57100000000003,77.556,33.295,1.4516416603048516,42.41464410768413,51.836477912645776,10.398685275822134,8.749437354344566,8.91899390290183,133.485478,0.215594
149,0.2006,8.558546,305.2344660045654,302.15000516823306,181.923,91.69200000000001,19.195,1.2383002518990698,42.160446734861004,49.44437765051817,10.385647051888489,9.109013150852293,8.847378868342872,129.234248,-0.539812
150,0.056960000000000004,7.3994594,206.9461645039469,437.7416459685937,224.44230279716845,99.279,49.697,1.157963993706269,100.7598456937134,95.61796483399168,23.12390658292481,8.984297008981839,8.656344025880673,135.53913400000002,1.22634
151,0.08703,13.8931265,271.5323430419974,326.40902445757393,209.5007703294307,109.797,68.29599999999999,1.6656725846572034,68.53698864351746,70.2461305013006,16.839244413862513,9.352361142214304,9.238158625267266,139.672661,2.024768
153,0.37521,4.385307,223.02646600456532,264.40300516823305,174.86700000000002,87.56899999999997,23.156999999999996,0.9722918407186738,41.769144022738,49.097142471606105,10.021004156390717,8.92139857968469,8.699453697698495,134.098693,0.10791300000000001
155,0.10405,5.02574,160.83046600456538,369.0240051682331,183.491,84.801,27.180999999999997,1.0345252829846558,41.55245363752789,50.16533690183538,10.430399624635674,8.769578345713093,8.58214773920841,129.661653,1.682263
156,0.05122,9.647172,309.52224849615243,408.6636512716562,213.46803767615557,111.1187075907588,42.017,1.2486863961842942,76.18638356186129,76.56816189646379,16.498468231169028,16.96075503869521,8.967896423487506,131.027037,-0.1033
157,0.14290999999999998,6.338697,247.30146600456538,349.9760051682331,167.40400000000002,74.30799999999998,21.322,1.1803686745509696,41.87237344443596,49.94645339720953,9.845713927674316,8.645972888136995,8.831279878613291,140.533004,-0.290668
158,0.12849000000000002,8.953648,240.08646600456532,267.37000516823304,131.31699999999998,64.546,17.38,1.2698036130532242,29.95185237716796,35.54880553649949,8.358627350372787,7.8431329062817765,7.7502428374858034,131.42373700000002,0.269216
160,0.06999,9.392907,340.37300000000005,335.36699999999996,136.114,53.78,26.456,1.2472259632247469,30.677947918273574,36.459463286126415,8.542781900154072,7.695776922442592,7.753556145253608,131.386644,1.301361
162,0.19927,0.0,261.9684660045654,238.64900516823303,130.862,67.47800000000001,32.448,1.9915903,30.090224286767434,35.220224018005034,8.337079936668474,7.903191303163553,7.794818299768123,134.618521,1.3699540000000001
163,0.24953000000000003,3.9627803,163.34846600456538,226.8420051682331,130.923,62.044,19.531,0.959325271309481,41.55988109917961,48.79556078931762,8.341725246398374,7.8335198153575885,7.665912335632335,131.022806,0.726807
164,0.06919,5.0629075,180.33857923483106,325.95051612383116,143.21805984507503,61.62900000000001,23.394,1.0296128866527678,42.997261435818,46.4567683812405,14.146818909749994,7.790321805009085,7.734812911609434,134.536255,1.0161
167,0.08665,5.644168700000002,172.2844660045653,233.1120051682331,135.382,58.576,28.24,1.092229295891495,29.5967740309231,35.16084121200297,8.48328695013908,7.778285507848114,7.88433923420346,131.86248899999998,0.85706
170,0.10820999999999999,5.775638400000001,197.2914660045653,211.09600516823303,172.574,85.428,27.098000000000003,1.1082631789039064,41.671106601513024,48.682373788536424,9.994740655044529,8.937996984470288,8.651171687488349,133.290511,0.984633
171,0.14059000000000002,6.16595,206.14546600456532,248.2230051682331,174.82299999999998,88.147,49.535,1.050201517727379,41.70350672944535,48.96180691847062,10.162519674096576,8.909374488391428,9.175490556913019,139.394182,1.4360469999999999
173,0.052989999999999995,5.4450263,286.8693883601725,368.90752722214165,230.82404008445144,122.11384218241275,42.042,0.97468291010715,59.30732282240506,58.65337163425345,19.20853758018693,16.878246375855575,8.387319990461792,132.190144,0.291112
174,0.09212999999999999,4.495728,188.70996623617413,286.3949814650714,177.13080664700271,86.634,36.395,0.9553263470875752,87.12289579283177,83.91413974357005,19.261475469482306,8.71646281065892,8.866333494742909,137.408159,2.378286
175,0.24902,14.361506,487.72054745752564,350.7639590151333,205.08426782267728,71.352,24.145,1.6293638643017654,139.64146029627292,120.21740489039408,25.332988671954638,8.570200327086878,8.777297171681044,135.63546499999998,1.458206
176,0.13045,3.2870022000000003,201.4764660045654,259.16500516823305,161.108,80.928,37.864,1.2524698364545188,41.68624699484205,49.05243602611557,9.74201705307479,8.695975327379903,8.691971755223323,135.346684,1.795873
177,0.10173,10.529312,336.9744660045654,237.0530051682331,158.69299999999998,67.12,33.452000000000005,1.3628667071807303,42.34286776667844,48.87315913530517,9.597122131055746,8.543797284580199,8.508869906538706,136.818389,1.4392049999999998
178,0.05392,1.9002031,178.70457760030033,431.90666104096175,264.1347537518144,134.53949694150685,43.112,0.9088132699480116,110.45238222568729,103.26146918460188,22.306787868791208,18.04801736977328,7.920996924024148,138.775981,-0.718873
179,0.33969,0.0,146.08446600456537,168.6980051682331,120.92299999999999,49.975,18.893,3.250873,29.490014422019676,34.56693869474683,8.054953512367405,7.7231859358686945,7.7350059287889374,131.249896,0.8229139999999999
181,0.05189,3.4705635999999997,258.37628195625547,262.28675039000063,208.01708695453402,85.301,37.014,1.1308069618372425,74.61717031831472,74.29697974573553,17.741232610618695,8.856632879463842,8.955237680463874,130.61381699999998,-0.14511300000000002
182,0.06676,5.1808380000000005,231.645017499499,444.4936974522696,190.20970885232086,80.00399999999999,29.09,1.0322546669734298,96.1529496730474,91.85419491955534,18.999886140361355,8.828420471726524,8.54559073206762,131.99868999999998,1.772558
185,0.14531,35.579514,194.6314660045653,219.2100051682331,121.576,53.74,25.61,3.4984838061415897,29.70134479239213,35.01747657663771,8.153905999065723,7.683808245915562,7.828315039649336,138.395626,0.038841
188,0.07991000000000001,4.401493,257.37133781904726,319.35204897873854,198.54949204994736,107.9380246937722,42.56,1.5357070501173902,67.43972667109975,69.09350979403979,15.77417770501104,13.557835058727827,8.776688769689851,129.350615,-1.610419
189,0.21083000000000002,6.13197,220.1354660045654,243.9730051682331,162.11100000000005,72.51299999999998,24.665,0.9688730609274298,41.757544218392354,48.92761596329122,9.931185534144452,8.778998363731477,8.919731193259134,139.73476499999998,0.584433
190,0.17317000000000002,2.9785165,183.19446600456538,303.9830051682331,154.60399999999996,68.233,30.583000000000002,0.9310047801010556,41.62240766183962,49.46235081493575,9.549793919535643,8.888412043914256,9.025290899599858,140.63433899999998,0.452143
191,0.10707,3.973745300000001,288.14859600978343,333.75526095259187,209.93182095706462,90.12700000000001,35.815,0.9653782443299876,68.76399581125611,70.32166345146886,16.74823191028111,8.936438373669905,8.81617512076524,133.702649,0.85056
192,0.10094,9.011560000000001,314.2414660045654,312.4040051682331,154.59400000000005,64.183,18.018,1.2336665333787256,42.21045908653451,49.546231947164706,9.510728875201943,8.439948576999745,8.717842698649704,136.182369,1.7082650000000001
193,0.22166,4.1840803000000015,133.88346600456535,186.19700516823303,118.899,58.404,20.8,0.9101007890670036,29.44618285538009,34.710369389906965,8.004990725890943,7.771446940280813,7.769674961026362,135.06378,-0.297142
195,0.07987000000000001,7.748185,277.9084660045653,307.5310051682331,155.542,59.942,20.818,1.1777660549473117,42.01728754381332,49.49743014413632,9.652652589956814,8.50112965331079,8.993633726053114,129.528202,0.46374399999999993
197,0.15542,14.804713,227.2624660045653,211.4910051682331,118.56200000000001,49.793,17.906,1.7134025399809,29.876094804687877,34.94144152775199,8.037302877856476,7.621836888729645,7.711334757199949,137.884414,1.238826
199,0.21118,9.358365,216.85846600456532,289.4280051682331,166.418,74.506,25.385,1.2113045988718163,41.744574822755425,49.322457283990424,10.048266027449714,8.601778389240215,8.618027683872917,134.17221,0.191235
200,0.15500999999999998,7.741052000000001,218.4364660045654,284.13800516823306,155.915,58.233999999999995,26.322000000000006,1.1709437023359843,41.750796301159646,49.27321919480776,9.695159027060877,8.453271201706473,8.787305178176071,133.808262,2.375089
201,0.05145,5.0629075,202.60655604949596,322.0665770991594,177.57540095263718,78.631,22.43,1.046371877211825,86.98273045886258,84.08385045503678,17.009111141902267,8.832018096539432,8.735198271361675,132.117774,1.3971280000000001
202,0.25768,6.7297667,169.44846600456538,191.88600516823303,152.092,109.272,83.459,1.1200403893913664,41.57834713916513,48.55499420880489,9.454381594922006,9.190855073082156,9.028840927250851,137.47072,-1.136631
203,0.05329,3.1131497,145.9256024164706,211.7546741067991,192.6530869847536,76.62100000000001,25.633000000000003,0.9758337739668738,85.40802777274196,82.43063326033426,19.592154248055728,8.683828028329442,8.736375512900072,132.632373,0.319226
204,0.10767,17.202834,426.66846600456535,319.94600516823306,156.18200000000002,55.078,8.508,1.8953412288932283,42.95017091055964,49.623177993826395,9.661542702819256,8.477283393540645,8.975454233764438,130.253984,-1.03253
206,0.07765,8.912509,227.4484660045654,229.06500516823303,116.42299999999999,50.376000000000005,20.79,1.3024084361199892,41.787173181553825,48.81217392002077,7.99768140690788,7.682954002309268,7.861109817322233,131.497397,-0.062808
