,z,LIR_med,LIR_16th,LIR_84th,LPeak_med,LPeak_16th,LPeak_84th,alpha_med,alpha_16th,alpha_84th,beta_med,beta_16th,beta_84th,tdust_med,tdust_16th,tdust_84th
126,0.05616,10.382427091461402,0.059272413775724106,0.06458330833311506,148.12230877588988,10.373342247846153,11.80879221681252,2.1867168055045054,0.20308564140296248,0.21272676817609115,2.068203593461358,0.29485215233656326,0.31467815334930505,26.97050813503823,3.2712631193702286,3.187533305213524
128,0.1694,11.417829089991514,0.046912554861217835,0.05330428750810287,109.59431068325051,6.881536475918679,7.1556189742134535,2.4312778536959647,0.21558210381526832,0.2528156210375787,1.6882302460737613,0.2945375122580196,0.29451328479475136,41.4518317670169,3.1154352894900583,3.3186246240067874
129,0.10447999999999999,10.97412032217294,0.05957853961379641,0.06479278389017,132.4547960374426,9.13489237591476,10.3684769619762,2.4904988415503064,0.230315831722276,0.25044647131153,1.6198529958609749,0.28529152646074873,0.2912418918738926,31.980903393336618,3.261404390496139,3.2295004276884285
131,0.07006,10.772833683749738,0.04541920985567591,0.05376888224160354,111.39579209327033,9.436211314474889,9.017737508294232,2.1193570313443413,0.21213127520387332,0.26109376671273665,1.3362556588394656,0.2993204166456933,0.2940526044890941,40.04682604875592,3.7330021807049363,4.420879539089064
132,0.07812000000000001,10.75350668765286,0.03685378173206225,0.039768020358480496,125.46878744496563,6.074266991882936,5.842937890177851,2.389162470977725,0.15743608807795928,0.18110620545979517,2.252979359550679,0.28157680023491105,0.2852027064279059,35.243695816657464,2.2300262896516045,2.343968639567919
133,0.07377,10.727416060384115,0.038758133411537936,0.04303478622353782,119.09477537905263,6.627039883318062,6.631433158225249,2.4760771597262137,0.18182204431615911,0.20784413915486555,1.4166365209237541,0.2577744994544462,0.2578084531890461,36.79579171216194,2.5042434467602206,2.741378575165662
136,0.12384,11.171826990462414,0.038388843152911446,0.042113066453864666,119.8736998068814,5.637564499680266,5.5560581990663565,2.845697332371566,0.20254937405832063,0.22221541686912838,1.855419589814554,0.2617826455748147,0.26943556628802634,36.89924074480358,2.150601059415237,2.244169385907796
137,0.05816,10.329263127594059,0.041172880789501466,0.043549591342714807,125.94887760768336,6.199778429290177,6.310411385720727,2.764671016172171,0.21681317472352557,0.2523115738856112,1.6963609342659685,0.27616459845385144,0.2753629770861856,34.22871629884641,2.220131304814281,2.3472160469030214
138,0.05244,10.217290907379041,0.07493789463914728,0.08458467520129156,151.80275160419177,10.555440626764721,11.562541745630568,2.699155213693496,0.27516335960982596,0.31192252865993764,2.144996161994282,0.3154166806062826,0.318486176931537,25.93552353863336,3.058462774553494,3.1292074357487323
139,0.07051,10.929295269953627,0.03298955855315415,0.03821527552342255,102.93565119288168,6.372279397972747,6.097966176265842,2.315735735242181,0.1883097324514944,0.22351358049324954,1.8587806975350072,0.2767330345165735,0.2715931604826436,45.695574756413286,2.8255600070652136,3.264078537337042
140,0.10274000000000001,11.037042176811966,0.034992707285336315,0.037563751118313865,121.27985485081813,6.097386719246302,5.850392661535793,2.2955154204344708,0.15310223735913908,0.17398101606771244,1.7974068404745533,0.2765114700781679,0.2754864577633931,36.196735892076205,2.204459477127017,2.406291600904467
141,0.14793,11.47901374092181,0.038862107171838384,0.041069611062548486,103.080381854785,5.547691008222145,5.539684165151243,2.8137585532758513,0.2178682183655849,0.2399986177473652,1.980572715520309,0.27364259307475813,0.2758722720283171,46.13063852174529,2.7143098312389,2.8334644426455995
142,0.23813,11.909184475412573,0.039606818639068994,0.04303495753780019,97.4501902733992,4.664274573958139,4.819712927169377,3.3784217561825485,0.24918660551746052,0.2750179030594926,2.1019855088711896,0.2765209085396094,0.28693358064874985,50.17730153727543,2.608756713114275,2.7029422628508186
143,0.06995,11.224033851293285,0.027922520908268043,0.031538931078664074,85.37910837705495,5.505086943445704,5.452527144646254,2.058110094871381,0.20624458360458764,0.2665578761121221,2.0502052796781527,0.26684863671215275,0.27277988866023906,58.69259610506488,3.5347997984444888,3.9926478008490847
144,0.06294,10.521848600396563,0.06946910841957443,0.07748259654351738,132.38956283205297,10.023967486886818,10.992363121912291,2.728148662304206,0.27583607129180043,0.3023135184996226,1.624388698332424,0.2923561481150274,0.2972177167181047,32.002740955538144,3.451757793422818,3.5542315328435734
145,0.24072,11.743924000049192,0.04140125698781599,0.04536341882873787,114.95261031250168,6.536979657892488,6.546509417573162,2.269757055500116,0.17231135666466546,0.19607768545092297,1.844139238146462,0.2890437219147657,0.3073902543427167,39.19890404028607,2.7450371338692463,2.8514608441290292
146,0.09300000000000001,11.058402400498343,0.0325802697359124,0.036295353202241545,112.5148099099535,6.326180914433621,5.759036997213585,2.203736176349249,0.1571307992317954,0.18006145167863696,1.8774906064364947,0.27366806137823696,0.2797531523446737,40.46774171975122,2.4251973608624695,2.7639523142973985
148,0.0509,10.446933213609903,0.032168726927287464,0.033809061630733495,124.5387350474186,5.742203465638951,5.607459635014962,2.3233076409391322,0.14054216200497782,0.16108280902252758,2.058652340931542,0.27734814876953795,0.27729612509366897,35.24016764383874,2.0713345235707834,2.1905781535603808
149,0.2006,11.61892724204792,0.04053104869524284,0.04323628755541784,113.2415840844155,6.178910038915603,6.082272453463617,2.432616474809228,0.17788907030855716,0.19976763115999496,1.8436724506991746,0.2728267373705384,0.2794037639682614,40.012030177050605,2.5819386593213736,2.799427329486008
150,0.056960000000000004,10.40874062572922,0.06805509740987156,0.07670309552768147,141.64425123975386,11.140016987531197,12.332310213676351,2.3388219874549288,0.23462705714398258,0.25388636079526883,1.8020563349287078,0.3183897901449775,0.3144506294016276,29.02336882579298,3.4913524601563175,3.6100737247861048
151,0.08703,10.86199327263531,0.05426559139521478,0.05983227158182483,131.23693446101612,10.880193513438115,12.558140248683088,1.9784678977208507,0.20985683413401657,0.22925004590179077,1.2181205909374684,0.3065029665392134,0.30022247891744613,32.84362807395877,3.849631277089152,3.9536925276367043
153,0.37521,12.094994926585208,0.049382213995506144,0.053059504885202134,108.82527383433353,6.230103037315075,6.508085435711706,2.6189761133557607,0.22022704024704565,0.24330587371853163,1.9856020373338683,0.2996875443323048,0.29992627058803234,42.80116260577442,3.087611188355524,3.1049682888094594
155,0.10405,10.845115962745137,0.043628780093022214,0.04551027873305211,140.90180877460674,6.41483464074517,6.705380948287257,2.3985775462425796,0.17163686726495042,0.1975339981445794,2.124045920758097,0.2702980617735964,0.2753750582165826,29.133997580889748,2.0922795169304997,2.1199005122051986
156,0.05122,10.386567915130515,0.0541043120474838,0.058802301598507196,133.4410658311393,9.41945112798183,9.940860122825967,2.328622613754305,0.21045731996275663,0.2309181055764924,1.6942308847573946,0.29072893389464793,0.3001991523952183,31.62483001116528,3.1442245971892078,3.30633442677685
157,0.14290999999999998,11.226652706898836,0.04297050761217749,0.04564310635897029,122.86896999141138,6.15283464135878,6.359592391070095,2.5113817832562186,0.193655780837243,0.2154001851530727,2.062246071618267,0.2878598268596251,0.2905287002145127,35.98690031409967,2.4498926842284163,2.4873074391046046
158,0.12849000000000002,11.122923240060622,0.03590510583759971,0.038718793127577214,115.9275630971053,6.261119280163555,5.975608245610445,2.2847603458385937,0.1652656535055188,0.18985424613065405,1.8251857056149505,0.28858103318521944,0.29471503547500233,38.697489466769326,2.4319688312162597,2.633700281015109
160,0.06999,10.681972328969138,0.03335885935647354,0.03657847724129801,112.04583168530932,5.968944266896571,5.538215292338819,2.6415273886779476,0.18464824957309478,0.21087991631238046,1.9628141657129274,0.2879677077691849,0.2902926278961122,40.96393106408091,2.3202560561480823,2.5837572834574445
